###	N.B.: File summary located at bottom of TSV file.					Suggested command to download: 			cut -f 1 ./metadata_2023-10-04-17h-48m.tsv | tail -n +3 | grep -v ^# | xargs -n 1 curl -O -L --user <access_key_id>:<access_key_secret>
File Download URL	Experiment Set Accession	Experiment Accession	File Accession	Size (MB)	md5sum	File Type	File Format	Related File Relationship	Related File	Paired End	File Status	Experiment Type	Replicate Info	Assay Details	Biosource	Dataset	Condition	In Experiment As	Generating Lab	Experimental Lab	Contributing Lab	Notes	Open Data URL
https://data.4dnucleome.org/files-processed/4DNFISDJDU5B/@@download/4DNFISDJDU5B.bed.gz	N/A	4DNEXWUML465	4DNFISDJDU5B	0.00	a5bb078120c3fab53b75af1ec22e67e6	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody - S sorted cells	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4ae028a7-d432-4774-926d-13caa3d761af/4DNFISDJDU5B.bed.gz
https://data.4dnucleome.org/files-processed/4DNFISEPRUH6/@@download/4DNFISEPRUH6.bed.gz	N/A	4DNEXUJUPQ4D	4DNFISEPRUH6	0.01	ba530ac6c2354aa5699bd245e0c6344a	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	RPE-hTERT (Tier 2)	DamID-seq on RPE cells (2018-10-22)	LaminB1-Dam	10 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/21b7183f-9cc2-4bd7-8d77-f458f8faa4d2/4DNFISEPRUH6.bed.gz
https://data.4dnucleome.org/files-processed/4DNFISFHDF85/@@download/4DNFISFHDF85.bed.gz	N/A	4DNEXFOFMNOT	4DNFISFHDF85	0.01	cc5aefa5710d70a63acdd289fc7124ba	LADs	bed	N/A	N/A	N/A	archived	DamID-seq	Biorep 2, Techrep 1	LMNB1 protein	HFFc6 (Tier 1)	DamID-seq on HFFc6 cells (2017-12-14)	LaminB1-Dam	Archived Processed Files from Previous Pipeline Runs	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/712da98c-b2ac-4d0f-a5f9-50ed59b99168/4DNFISFHDF85.bed.gz
https://data.4dnucleome.org/files-processed/4DNFISOQPUYT/@@download/4DNFISOQPUYT.bed.gz	4DNESC4AGERI	N/A	4DNFISOQPUYT	0.53	73793177b7acfb27f46396cd0ee5f8f4	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	N/A	HAP-1 (Tier 2)	pADamID on Hap1	pADam-only control	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8ce1fc3a-9110-4596-8b7a-e451aa0995d7/4DNFISOQPUYT.bed.gz
https://data.4dnucleome.org/files-processed/4DNFISRSS1GU/@@download/4DNFISRSS1GU.bed.gz	N/A	4DNEXNCA36UI	4DNFISRSS1GU	0.00	a002ecfbacfc619e86399b063f2ed2a2	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	LMNB2 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB2 antibody	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/45a0b770-33ab-4582-a0c8-1941408cd054/4DNFISRSS1GU.bed.gz
https://data.4dnucleome.org/files-processed/4DNFISUVC1P3/@@download/4DNFISUVC1P3.bed.gz	N/A	4DNEXFUGLVQA	4DNFISUVC1P3	0.02	969eb3d83bd289afedeba93e0ba8b589	LADs	bed	N/A	N/A	N/A	archived	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	HFFc6 (Tier 1)	DamID-seq on HFFc6 cells (2017-12-14)	LaminB1-Dam	Archived Processed Files from Previous Pipeline Runs	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c8f82700-d3d6-41d7-97b0-b1d1ceb91c6b/4DNFISUVC1P3.bed.gz
https://data.4dnucleome.org/files-processed/4DNFISWSSY2Q/@@download/4DNFISWSSY2Q.bed.gz	N/A	4DNEXMST3CDE	4DNFISWSSY2Q	0.00	2ea9aa4b3abae320193639d56dcdfb64	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 2, Techrep 1	LMNB1 protein	H1-hESC (Tier 1)	DamID-seq on H1-hESC cells (2017-12-14)	LaminB1-Dam	100 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1fee3029-42fb-433e-bc35-c62a0b8d73b0/4DNFISWSSY2Q.bed.gz
https://data.4dnucleome.org/files-processed/4DNFISZ47KOM/@@download/4DNFISZ47KOM.bed.gz	4DNESHGTQ73M	N/A	4DNFISZ47KOM	0.00	528f8915fc716b3c22a9c420539970a6	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	RPE-hTERT (Tier 2)	DamID-seq on RPE cells (2018-10-22)	LaminB1-Dam	100 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f3a81237-7e4c-4fa4-9909-e98b8dc31b60/4DNFISZ47KOM.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIT2XFJF4/@@download/4DNFIT2XFJF4.bed.gz	N/A	4DNEXT2LYJKM	4DNFIT2XFJF4	0.00	d909b6841acde6559b153197d08efd16	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 3, Techrep 1	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody - G2 sorted cells	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/56224e0b-7f2d-4f20-ae70-04147f801062/4DNFIT2XFJF4.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIT3146XS/@@download/4DNFIT3146XS.bed.gz	4DNESQPX39AA	N/A	4DNFIT3146XS	0.01	187d3e66b2aac26e14997dbf95e704b3	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LaminA/C protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminAC antibody	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e18a7c93-0566-4390-9e48-ddb07c922ec7/4DNFIT3146XS.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIT3QHDHS/@@download/4DNFIT3QHDHS.bed.gz	4DNESUK5H9Y8	N/A	4DNFIT3QHDHS	0.00	60e65c22243cc54d3d2de8682bd23f66	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	HAP-1 (Tier 2)	DamID-seq on HAP-1 cells (2018-10-22)	LaminB1-Dam	100 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/32cebf6b-774a-4455-a78c-1ff2f2ddbcf8/4DNFIT3QHDHS.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIT3YEASM/@@download/4DNFIT3YEASM.bed.gz	N/A	4DNEXMRJPX7X	4DNFIT3YEASM	0.00	b6971b110d9c3215a4e663c5954afd05	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 2, Techrep 1	LMNB1 protein	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	LaminB1-Dam	100 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/57a8fad5-2d81-487c-aab5-cbf2e4efcde0/4DNFIT3YEASM.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIT58RVOB/@@download/4DNFIT58RVOB.bed.gz	4DNESYPMROEJ	N/A	4DNFIT58RVOB	0.00	c58621f755cea2390ebcd8a0c5a0c7b7	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	Lmnb1 mouse protein	F121-9-CASTx129 (Tier 2)	DamID-seq on F121-9 cells (2018-10-22)	LaminB1-Dam	50 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4d3e3da7-d16e-4551-9eee-2bbfe1f5153b/4DNFIT58RVOB.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIT7Q8TTV/@@download/4DNFIT7Q8TTV.bed.gz	N/A	4DNEXZKHQQXY	4DNFIT7Q8TTV	0.00	aefd24c4efcfbd86ff277bfa53e6e1a1	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	K562 (Tier 2)	DamID-seq on K562 cells (2018-10-22)	LaminB1-Dam	250 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/fe07f847-c6ae-44c5-83fb-e12e8f85a196/4DNFIT7Q8TTV.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIT9W77EE/@@download/4DNFIT9W77EE.bed.gz	4DNESXZ4FW4T	N/A	4DNFIT9W77EE	0.01	68868e7cab1115ee1076b856b6e69847	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	HFFc6 (Tier 1)	DamID-seq on HFFc6 cells (2017-12-14)	LaminB1-Dam	50 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e3c680fc-27da-437d-959d-8e6d522609c9/4DNFIT9W77EE.bed.gz
https://data.4dnucleome.org/files-processed/4DNFITAW7K3K/@@download/4DNFITAW7K3K.bed.gz	4DNESEY3XV4R	N/A	4DNFITAW7K3K	0.01	5bbf5c329b5303ce53a396154ea1e523	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB2 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB2 antibody - synchronized 10h after mitotic shakeoff	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9e2045e5-09d6-4bf8-84ee-d5363eef8a7f/4DNFITAW7K3K.bed.gz
https://data.4dnucleome.org/files-processed/4DNFITCIYVNF/@@download/4DNFITCIYVNF.bed.gz	4DNES9GYOUK1	N/A	4DNFITCIYVNF	0.00	6fa80f840020b6ce8675848ec2df1c6e	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB2 protein	K562 (Tier 2)	pADamID on K562	LaminB2 antibody	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bcc25991-6072-4835-8197-49a35f556420/4DNFITCIYVNF.bed.gz
